1gram,freq1,2gram,freq2,3gram,freq3,4gram,freq4,5gram,freq5,6gram,freq6
politiques,1019,sa mort,799,la mère et,213,ce que j'ai vu,56,ne vous en veux pas,17,ne sait pas ce que c'est,7
horrible,1018,à part,799,ne sais quelle,212,enquête t i p,56,on voit bien que vous,17,du duc de saint-simon t xix,7
fureur,1018,deux hommes,799,pied de la,212,que nous avons fait,56,qu'il y a dans la,17,mon père et de ma mère,7
religieuse,1018,il fallut,798,avec m de,212,je ne les ai,56,aussi bien que les autres,17,bien de la peine à les,7
poussa,1017,la scène,798,rien à faire,212,il me sembla que,56,me semble que je ne,17,de la forme et de la,7
l'occasion,1016,que toutes,798,dans les pays,212,mais au bout de,56,deux cent mille francs de,17,je compris tout de suite que,7
qu'après,1016,ne point,797,une chose qui,212,que deux ou trois,56,un morceau de pain et,17,une petite riviere qui asseche de,7
prêtres,1014,ce genre,797,de sa mort,212, -  -,56,quelque chose qui ressemblait à,17,il y a une trentaine d'années,7
souper,1014,les premières,797,quand il est,212,huit heures et demie,56,dans les circonstances les plus,17,il y en a d'autres dont,7
septembre,1014,tout d'un,797,le lendemain à,212,de terre et de,56,tout ce qui est nécessaire,17,n'appartient qu'aux grands hommes d'avoir de,7
au-dessous,1014,sur elle,796,de vous et,212,messidor an juin ,56,aux deux bouts de la,17,de la tête aux pieds il,7
rares,1012,la baronne,796,ma chère enfant,212,de toutes sortes de,56,tout à coup dans la,17,il est de mon devoir de,7
patron,1012,là que,796,sur sa poitrine,212,il est clair que,56,parce que je n'ai pas,17,à six heures du soir il,7
poète,1011,me fit,795,celles de la,212,les unes sur les,55,la guerre de sept ans,17,lui posa la main sur le,7
exactement,1011,vous les,795,y a trois,212,pour le bien de,55,et à mesure que le,17,où il y a plus de,7
dangereux,1010,de dix,794,que mme de,211,li dus de normendie,55,un doigt sur sa bouche,17,la mère et de la fille,7
époux,1009,la personne,793,comme il avait,211,de m de tréville,55,en serrant la main de,17,moment on frappa à la porte,7
puisqu'il,1008,cinq cents,793,que les gens,211,je vous remercie de,55,de bussy a paris ce,17,est encore plus bizarre que celui,7
décembre,1008,viens de,793,grâce à la,211,de place en place,55,il y a cinq ans,17,dans le salon de mme de,7
ouvrages,1006,a ce,793,je le crois,211,est-ce que je ne,55,il revint sur ses pas,17,mon dieu ayez pitié de moi,7
commission,1005,le médecin,793,en effet la,211,de la terre il,55,que j'ai à vous dire,17,ne dire que ce qu'il faut,7
apparence,1005,la mode,793,où elle se,211,ne le sont pas,55,de je ne sais quelle,17,ce qu’il y a de plus,7
plaît,1005,avait la,792,avec tous les,211,il m'est impossible de,55,bonaparte paris le floréal an,17,ne crois pas que ce soit,7
comprends,1004,qui à,792,toute ma vie,211,qui est la plus,55,il y a encore un,17,n'est pas si sage qu'il croit,7
grecs,1004,la cuisine,792,au fond d'un,211,tout ce qu'elle avait,55,à sept heures et demie,17,de la société et de la,7
veuve,1003,nombre des,790,put s'empêcher de,211,au premier coup d'oeil,55,parut sur le seuil de,17,il ne s'agit plus que de,7
flots,1003,mort et,790,dans la suite,211,se mit en marche,55,au bout de quelques mois,17,mais il n'y a plus de,7
auparavant,999,avait déjà,790,mort de son,211,il se mit en,55,et se mit à rire,17,grignan a paris mercredi avril ,7
plume,999,son regard,789,de la puissance,211,à m de charlus,55,au pied de son lit,17,je ne sais si je dois,7
influence,999,a donné,788,ne lui avait,211,de haut en bas,55,de la fortune et de,17,que ce n'est pas ma faute,7
vanité,998,sujet de,787,milieu de ses,211,sa chambre à coucher,55,avec la plus grande activité,17,ce que vous voudrez mais pas,7
conseils,998,vous aurez,787,et la vie,211,de la façon dont,55,je ne vous dis pas,17,de la faim et de la,7
domestiques,997,mais cette,787,le ministre de,210,sous le coup de,55,à la fois et la,17,faire réussir le dessein pour lequel,7
désert,997,que j'étais,787,que sa mère,210,de sa poche une,55,et dans le cas où,17,les mains de la jeune fille,7
fumée,997,vingt ans,786,ils se sont,210,au point de ne,55,qui se passait autour de,17,de la maison de la reine,7
pères,997,en plein,786,moi je me,210,se tournant vers le,55,dans les termes les plus,17,que je ne pus m'empêcher de,7
lorsqu'on,996,la noblesse,786,il faut se,210,et ainsi de suite,55,paris le ventose an mars,17,leur réputation et de leur repos,7
reconnut,996,cette idée,786,je voudrais bien,210,tous les hommes qui,55,qu'il y avait à faire,17,à peu près dans le même,7
retirer,996,ma femme,785,de la cité,210,que le jour où,55,vous ne vous êtes pas,17,degrez minutes de declinaison de la,7
rapports,995,ses compagnons,785,dans sa main,210,le contraire de ce,55,il y a bien longtemps,17,la part de la femme dans,7
demeura,994,capable de,784,lui avait dit,210,il ne lui restait,55,qu'est-ce que c'est que ce,17,fig tête de la momie de,7
continuait,994,livres de,783,et à mesure,210,ou à peu près,55, note app  note,17,que vous avez eu la bonté,7
amours,993,de six,783,les deux hommes,210,à moins que ce,55,comme h cf l ,17,et il ne fallait pas moins,7
and,993,mouvement de,783,et qui était,210,et ce que je,55,toutes les fois que le,17,d'après une photographie de mj laurent,7
logis,991,lui dit-il,783,de sa bouche,210,en joignant les mains,55,il y en a eu,17,à mme de sablé date inconnue,7
oiseaux,991,encore la,783,et les yeux,210,la jeune fille en,55,fo vo p l et,17,pour ne rien dire de plus,7
aisément,991,pour tout,782,que son père,210,la princesse de guermantes,55,tout ce qui est à,17,dit par la majesté de râ,7
lorsqu'elle,990,de l'empire,782,ce qui leur,209,la porte du cabinet,55,de se rendre compte de,17,corps législatif messieurs les députés des,7
l'expérience,990,que quand,782,que nous allons,209,la longueur de la,55,chez le marchand de vin,17,au pays de la nouvelle france,7
tenu,989,d'une grande,782,le cœur de,209,à la même époque,55,le salon de madame de,17,hauteur de degrez & demy de,7
baiser,988,ne fût,782,un homme à,209,avec le plus de,55,mémoires du duc de saint-simon,17,les plus anciens et les plus,7
avez-vous,988,du duc,782,au sein de,209,il est à remarquer,55,grignan de mme de sévigné,17,je ne sais ce que c'est,7
marchait,987,côté du,782,le cardinal de,209,n'est pas moi qui,55,dans le coin de la,17,fit un signe de tête affirmatif,7
ceux-ci,987,la philosophie,781,plus que des,209,tous les jours des,55,de la jeune femme et,17,de m le procureur du roi,7
vendre,987,son front,781,que par une,209,la tête d'un air,55,il est vrai que cette,17,ne suis pas tout à fait,7
fo,986,coup d'oeil,781,de quelque chose,209,vous dire que je,55,caire le thermidor an juillet,17,vous me croirez si vous voulez,7
suivit,986,pouvait être,780,de faire le,209,dit le comte en,55,n'en était pas de même,17,il était facile de voir que,7
circonstance,986,pendant les,780,dans la voiture,209,à droite à gauche,55,les unes et les autres,17,ce qu'il peut y avoir de,7
voltaire,985,d'une femme,780,de la dernière,209,presque tous les jours,55,c'est ce qui est arrivé,17,que dieu et mahomet est son,7
glace,984,fait à,780,avec de la,209,de la main et,55,sur le haut de la,17,en levant les bras au ciel,7
physique,984,du jeune,780,de lui en,208,de ces hommes qui,55,qu'est-ce que c'est que ça,17,le vice et on ne loue,7
douter,984,mes amis,779,à qui elle,208,de la chambre et,55,de ne pas se laisser,17,qui ne sont autre chose que,7
rochers,983,ne pouvant,779,cinquante mille francs,208,rien de ce que,55,au camp devant acre le,17,comme je vous le disais tout,7
n'eut,983,avec tant,778,et qui sont,208,assez de force pour,55,tout le monde sait que,17,la main de la jeune fille,7
fameux,982,son cœur,778,dès le lendemain,208,je vois bien que,55,de morgan recherches sur les,17,pas ce que c'est que le,7
serez,982,ou un,778,de la voix,208,pour rien au monde,55,me fait de la peine,17,de la cour de france et,7
réputation,982,et dit,778,des jeunes gens,208,comme la plupart des,55,en ce moment on entendit,17,duc de saint-simon t xix p,7
vert,981,je fais,777,sur le chemin,208,par la mort de,55,il y en a plusieurs,17,ne lui avait pas permis de,7
vii,981,ne pouvaient,777,que je n'en,208,n'y a plus que,55,tout à coup il entendit,17,on ne loue la vertu que,7
l'influence,980,les murs,777,un verre de,208,unes sur les autres,55,ce n'est pas à vous,17,qu'il n'y avait rien à craindre,7
classe,980,par hasard,777,qu'est-ce que vous,208,pas mieux que de,55,à quelques pas de là,17,et suiv luc vii et suiv,7
obtenir,979,lieues de,777,il est plus,208,la force et la,55,ce ne sont point des,17,on ne veut point perdre la,7
gouverneur,977,qu'ils avaient,776,est de la,208,porte de la maison,55,max i  il y,17,de l'armée d'espagne le duc de,7
suicide,977,ni le,776,m de louvois,208,je n'ai jamais eu,55,dans le seul but de,17,l'amour de leur réputation et de,7
officier,977,n'est que,775,et comme le,207,est vrai que le,54,il est bien certain que,17,de la manière la plus simple,7
parlement,977,par m,774,ne l'avait pas,207,le père et le,54,au courant de la situation,17,la liberté de la presse et,7
soutenir,976,tout et,774,je ne comprends,207,la lisière du bois,54,au bout de quelques années,17,ce fut vers cette époque que,7
usage,976,dans tout,774,vous venez de,207,la chambre de sa,54,ma foi je n'en sais,17,à tous les exercices du corps,7
par-dessus,976,la pluie,773,et de là,207,de mieux à faire,54,la plupart de ceux qui,17,il n'y a pas longtemps que,7
celui-là,976,une si,773,que vous soyez,207,de ce qui s'était,54,je suis bien aise que,17,il y en a de plus,7
n'être,975,le mur,772,moment où elle,207,tout à l'heure il,54,de jour et de nuit,17,vo ms b fo vo lacune,7
gris,975,aussi de,770,et le lendemain,207,est-ce que vous ne,54,pour vous et pour moi,17,qu'il y avait quelque chose de,7
capitale,974,le sujet,770,son fils et,207,des coups de fusil,54,la salle de marbre rouge,17,il n'y a pas là de,7
jour-là,974,la marche,770,je vous remercie,207,ce que je vois,54,que de temps en temps,17,je vous ai dit que j'avais,7
frappé,974,les jambes,770,vous ai dit,206,à la fois dans,54,ne lui permettait pas de,17,ça ne valait pas la peine,7
professeur,973,ans et,770,on ne voit,206,tout à coup en,54,sous le poids de la,17,me demandais qui pouvait être son,7
onze,973,donc à,770,pas assez de,206,il y avait le,54,sept millions cinq cent mille,17,sa tête dans ses mains et,7
nuits,972,mes yeux,769,à l'entrée de,206,y avait de plus,54,y en a un qui,17,de la terre et du ciel,7
d'oeil,972,les a,769,de toutes sortes,206,à quoi s'en tenir,54,il n'est pas besoin de,17,une question de vie ou de,7
cosette,971,dit de,769,pour que la,206,de ce jeune homme,54,où il n'y avait pas,17,il ne m'est pas permis de,7
clef,971,la poitrine,768,dit que la,206,ce n'est donc pas,54,vous avez bien fait de,17,je ne lui en veux pas,7
grandet,970,sous une,768,bas de la,206,vous êtes un homme,54,de tous les points du,17,mais il ne faut pas le,7
terrain,970,sans être,768,et nous ne,206,au pas de course,54,ce qui s'était passé entre,17,en laissant échapper un geste de,7
manteau,969,par ces,768,la partie de,206,il n'y aura plus,54,je ne sais pourquoi je,17,le plus sûr et le plus,7
découvrir,969,le mieux,768,dans sa maison,206,heures du matin et,54,t'embrasse de toute mon ame,17,le malade doit dans ce moment,7
particulièrement,969,donc que,767,le maître d'école,206,j'ai l'honneur de vous,54,dans la grande salle de,17,est toujours la dupe du coeur,7
sois,969,ces hommes,767,la main il,206,à grands coups de,54,avait pris le parti de,17,illustration fig tête de la momie,7
expression,969,au reste,766,où l'on ne,206,à côté de son,54,il y a eu un,17,la haute et de la basse,7
sortie,968,et ma,766,à l'état de,206,le comte de montfort,54,je vous demande pardon de,17,main sur la garde de son,7
clarté,968,de plaisir,766,à haute voix,206,la cour de la,54,au bout de six mois,17,l'un à droite l'autre à gauche,7
voisine,967,en angleterre,765,tôt ou tard,206,est pas de même,54,voyait pour la première fois,17,de la salle de marbre rouge,7
singulier,966,il s'est,765,et madame de,205,que vous êtes un,54,dans le cas où le,17,ce que je puis faire pour,7
maux,965,sa soeur,764,n'en était pas,205,dans la personne de,54,marchait de long en large,17,consiste à bien connaître le prix,7
nationale,965,une longue,764,mais il me,205,il faut que nous,54,jour et de la nuit,17,on n'est jamais si malheureux qu'on,7
montrant,964,mais nous,763,de la situation,205,de la vallée du,54,réponse de sa majesté à,17,et suiv marc xiv et suiv,7
dessein,963,haut de,763,de la constitution,205,de la république et,54,de la maison thomson et,17,grands hommes d'avoir de grands défauts,7
vallée,963,fin du,763,dit la reine,205,elle ne savait pas,54,et il n'y avait plus,17,se contenta de hocher la tête,7
revenait,963,en ,763,où il ne,205,temps en temps il,54,il est aisé de juger,17,moment de se mettre à table,7
pouvons,962,une foule,763,comte de la,205,mère et la fille,54,je ne saurais le dire,17,le vendémiaire an septembre  au,7
n'avons,962,le fit,762,un jour que,205,le général en chef,54,sur le sommet de la,17,le frimaire an novembre  au,7
degrés,962,coeur de,762,cette partie de,205,comme je vous l'ai,54,il ne nous reste plus,17,de la femme et du mari,7
ancienne,962,sa fortune,762,je crois qu'il,205,à la hauteur du,54,n'y avait rien à faire,17,cela ne veut pas dire que,7
convient,961,bras et,761,c'est de la,205,et le jeune homme,54,mais il n'en était pas,17,les larmes lui vinrent aux yeux,7
s'être,960,fois le,761,qui était à,205,tout à l'heure et,54,les trois cent mille francs,17,je ne vois pas ce que,7
manquait,960,plutôt que,761,les noms de,205,de ne pas me,54,la force et de la,17,comme il a été dit plus,7
ennemi,959,mademoiselle de,760,le vicomte de,205,smith et ses compagnons,54,de la maison de bourbon,17,paléontologie humaine de m le docteur,7
parfaite,959,il venait,760,à lui faire,205,au sujet de la,54,comme si elle avait eu,17,au nom du comité de salut,7
perdue,959,pour cette,760,la connaissance de,204,il y a dix,54,il était évident que le,17,ou je ne m'y connais pas,7
d'espagne,959,pas besoin,760,de deux cents,204,milieu de la rue,54,ne veut pas que je,17,à tous les coins de rue,7
l'action,958,et deux,760,et de tout,204,les phénomènes de la,54,sur le visage de la,17,le plus ancien et le plus,7
rage,958,à moins,760,que ce qu'il,204,la maison du roi,54,de m le prince de,17,fo vo ms b fo lacune,7
pleins,957,en souriant,760,le poids de,204,ne se fait pas,54,choses qui ne sont pas,17,de la nuit et du jour,7
pensait,957,en nous,759,si on ne,204,il se remit à,54,ne sais pas ce qui,17,il vota la mort du roi,7
tombait,955,et s'il,759,sept ou huit,204,père et sa mère,54,il était une fois un,17,savoir ce que c'est que la,7
importance,953,je leur,759,moment où la,204,la seule chose qui,54,son chapeau à la main,17,la plus grande partie de cette,7
rendez-vous,953,voilà ce,757,par le roi,204,la première fois le,54,que le temps de se,17,ce moment on frappa à la,7
puissant,953,le cours,757,à la bouche,204,la femme de ménage,54,ne sera pas dit que,17,n'avait rien de mieux à faire,7
çà,952,sur mon,757,m de norpois,204,à la suite d'un,54,il n'y a jamais eu,17,tout ce qui venait de se,7
